Title,SJR,SJR Best Quartile,H index,Total Docs. (2024),Total Docs. (3years),Total Refs.,Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,%Female,APC (USD),Aging,Cancer Research,Cardiology and Cardiovascular Medicine,Community and Home Care,Complementary and Alternative Medicine,Critical Care and Intensive Care Medicine,Endocrinology,"Endocrinology, Diabetes and Metabolism",Gastroenterology,Geriatrics and Gerontology,Gerontology,Health Policy,Hematology,Hepatology,Immunology,Immunology and Allergy,Immunology and Microbiology,Infectious Diseases,Internal Medicine,Medicine,Nephrology,Oncology,Parasitology,Pulmonary and Respiratory Medicine,Reproductive Medicine,Respiratory Care,Rheumatology
Pharmaceutical Research,0.871,Q2,235,170,615,9512,2472,601,4.17,55.95,34.89,3149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sexual Development,0.871,Q1,56,9,107,283,276,100,2.57,31.44,54.24,3025,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Expert Review of Molecular Diagnostics,0.87,Q1,92,96,331,8978,1102,291,3.11,93.52,47.26,3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Marine Environmental Research,0.87,Q2,115,476,798,35643,2770,797,3.39,74.88,43.08,3261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medical Review,0.87,Q2,11,55,109,6536,365,96,3.47,118.84,39.46,3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pediatric Nephrology,0.87,Q1,128,464,1302,16562,3030,1105,2.44,35.69,54.5,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JMIR Infodemiology,0.869,Q2,15,28,109,1407,365,108,2.71,50.25,50.76,3265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brain Topography,0.868,Q1,85,88,182,5624,555,181,2.93,63.91,43.13,3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Assisted Reproduction and Genetics,0.868,Q1,101,358,993,15419,2670,894,2.45,43.07,55.04,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Journal of Human Nutrition and Dietetics,0.868,Q2,90,133,410,6241,1193,390,2.85,46.92,72.17,3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Acta Biochimica et Biophysica Sinica,0.867,Q2,74,182,630,5974,1876,586,2.72,32.82,43.98,3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Current Opinion in Biomedical Engineering,0.867,Q2,47,39,227,2333,1171,214,4.35,59.82,41.82,3249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Integrative Medicine,0.867,Q1,50,58,191,4199,829,174,4.15,72.4,44.71,3111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Scandinavian Journal of Psychology,0.867,Q2,92,119,257,7685,722,255,2.73,64.58,52.34,3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annals of Cardiothoracic Surgery,0.866,Q1,49,73,305,1642,624,264,2.21,22.49,24.68,3125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Intensive Care Medicine,0.866,Q1,75,198,497,8832,1396,490,2.57,44.61,39.6,3281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Otology and Neurotology,0.866,Q1,130,303,1189,8643,2309,1130,1.77,28.52,38.48,3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Advanced Therapeutics,0.865,Q2,48,188,400,17041,1443,395,2.81,90.64,43.58,3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Archives of Gynecology and Obstetrics,0.865,Q1,90,777,1257,24363,3143,1118,2.41,31.36,54.04,3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Molecules,0.865,Q2,261,6061,24878,378846,131009,24692,4.98,62.51,44.99,3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Techniques in Coloproctology,0.865,Q1,67,157,540,3779,1065,376,1.91,24.07,29.45,3221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontiers in Sports and Active Living,0.864,Q2,28,582,1336,29229,3773,1230,2.49,50.22,36.27,3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Frontiers in Genetics,0.863,Q2,135,1105,8409,56319,25203,7969,2.77,50.97,46.88,3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Breath Research,0.863,Q2,70,54,167,2159,662,162,3.14,39.98,47.43,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Journal of Personalized Medicine,0.863,Q2,62,1168,5180,63558,17196,5015,3.05,54.42,44.15,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annals of Hematology,0.862,Q2,95,648,1186,23380,2326,802,1.82,36.08,48.29,3297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chronic Illness,0.862,Q2,53,63,190,2485,462,188,2.4,39.44,69.61,3086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Free Radical Research,0.862,Q2,142,63,194,4116,744,192,2.93,65.33,40.3,3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Surgical Oncology Clinics of North America,0.862,Q1,70,64,183,3568,373,147,2.17,55.75,50.76,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Briefings in Functional Genomics,0.86,Q2,87,81,121,6127,416,116,2.98,75.64,40.1,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clinical Journal of Pain,0.86,Q1,149,104,281,3929,813,261,2.99,37.78,52.45,3272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Bone and Mineral Metabolism,0.86,Q2,88,91,317,3570,987,298,2.1,39.23,28.91,3146,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Mammary Gland Biology and Neoplasia,0.86,Q2,115,20,72,1631,232,68,3.35,81.55,44.04,3238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JVS-Vascular Science,0.86,Q2,14,31,100,1010,218,81,1.64,32.58,27.47,3167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Experimental Biology and Medicine,0.859,Q2,163,66,704,3773,2237,691,2.7,57.17,43.97,3246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Neurosurgery: Pediatrics,0.859,Q1,91,163,557,4730,1189,494,2,29.02,36.46,3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Cardiovascular Pharmacology and Therapeutics,0.858,Q2,60,17,133,690,350,130,3.03,40.59,34.29,3146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Contraception: X,0.857,Q2,15,12,53,293,120,50,1.58,24.42,66.67,3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Journal of Clinical and Translational Science,0.857,Q2,19,224,586,7495,1264,555,1.82,33.46,65.3,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Enzyme Inhibition and Medicinal Chemistry,0.857,Q2,98,84,599,4328,3206,597,5.51,51.52,42.56,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Reproductive Immunology,0.857,Q2,104,136,377,7920,1229,367,2.9,58.24,51.18,3315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Journal of the International Association of Providers of AIDS Care,0.857,Q1,40,57,123,2579,312,121,2.09,45.25,53.5,3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Seminars in Ophthalmology,0.857,Q2,63,129,354,4586,887,330,2.45,35.55,41.58,3169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Internal and Emergency Medicine,0.856,Q1,67,385,959,10779,2128,662,2.29,28,44.42,3209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Neuroscience Research,0.856,Q2,113,88,367,5417,920,358,2.29,61.56,29.16,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sports Biomechanics,0.856,Q2,56,339,389,12605,1055,384,2.65,37.18,23.01,3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
American Journal of Hospice and Palliative Medicine,0.855,Q2,65,285,567,9223,1354,551,2.02,32.36,60.78,3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clinical Rheumatology,0.855,Q2,104,457,1427,13924,3630,1240,2.5,30.47,50.02,3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Critical Care Explorations,0.855,Q1,34,166,696,5554,1780,688,2.59,33.46,44.2,3147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Neuroimaging,0.855,Q1,75,80,357,3295,979,357,2.72,41.19,32.92,3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Psychosomatic Obstetrics and Gynecology,0.855,Q2,79,38,161,1464,436,151,2.35,38.53,62.37,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Structural Heart,0.855,Q2,10,74,217,1718,350,176,1.8,23.22,19.1,2950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Urologic Oncology: Seminars and Original Investigations,0.855,Q1,89,266,949,8362,2216,928,2.23,31.44,27.12,3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Acta Psychologica,0.854,Q2,116,500,669,34858,2001,661,3.14,69.72,50.43,3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cancer Nursing,0.854,Q2,89,159,396,6783,1115,368,2.78,42.66,68.74,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Integrated Blood Pressure Control,0.852,Q2,30,9,39,196,114,39,3,21.78,38.89,3092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Journal of Knee Surgery,0.852,Q1,77,102,686,2868,1312,670,1.68,28.12,18.29,3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Molecular Pain,0.852,Q1,101,54,184,2911,520,184,2.75,53.91,39.37,3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
touchREVIEWS in Endocrinology,0.852,Q2,9,28,65,1361,212,61,3.6,48.61,45.35,3232,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traumatology,0.852,Q1,55,55,205,3230,521,204,1.67,58.73,67.98,3218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Diseases,0.851,Q2,26,337,399,19094,1330,390,3.11,56.66,44.58,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Current Gastroenterology Reports,0.85,Q2,84,39,122,2322,362,122,2.74,59.54,37.38,3372,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
European Journal of Clinical Pharmacology,0.849,Q2,126,178,584,7522,1520,511,2.64,42.26,46.52,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Basic Microbiology,0.849,Q2,80,139,329,9027,1514,312,3.99,64.94,45.08,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seminars in Thoracic and Cardiovascular Surgery,0.849,Q1,67,80,689,1602,707,290,1.12,20.03,26.92,3189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Inquiry (United Kingdom),0.848,Q2,43,318,443,12619,535,439,0.94,39.68,21.89,3135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Interventional Cardiac Electrophysiology,0.847,Q2,66,344,834,8344,1636,698,1.99,24.26,21.82,3152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Platelets,0.847,Q2,84,54,410,2286,1086,380,2.44,42.33,48.08,3248,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Policy, Politics, and Nursing Practice",0.847,Q2,38,32,86,1167,194,74,2.3,36.47,64.77,2981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
International Journal for Quality in Health Care,0.846,Q2,113,112,410,2796,1058,361,1.71,24.96,53.37,3158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
International Journal of Technology Assessment in Health Care,0.846,Q2,79,84,245,2857,539,233,2.39,34.01,52.29,3189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLRP: Health Literacy Research and Practice,0.845,Q2,20,34,99,0,273,96,2.25,0,63.5,3152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMC Gastroenterology,0.844,Q2,99,475,1459,17757,3974,1456,2.64,37.38,36.97,3198,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
International Journal of Social Determinants of Health and Health Services,0.844,Q2,71,49,185,2606,499,181,2.21,53.18,55.62,3352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Cardiovascular Translational Research,0.844,Q2,64,165,387,8397,1097,367,2.54,50.89,38.36,3232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tropical Medicine and Health,0.844,Q2,41,100,264,4239,962,220,3.68,42.39,31.49,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
American Journal of Managed Care,0.843,Q2,110,158,565,3715,931,509,1.56,23.51,49.84,3204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
International Journal of Women's Health,0.843,Q2,71,216,471,8338,1346,449,2.7,38.6,56.22,3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Neuroradiology,0.843,Q1,109,239,660,8051,1820,610,2.47,33.69,31.63,3198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Autoimmunity,0.842,Q2,84,54,173,3215,569,173,3.3,59.54,50.55,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BMC Emergency Medicine,0.841,Q1,51,236,499,8721,1406,494,2.59,36.95,39.69,3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Crime and Delinquency,0.841,Q1,91,262,385,17350,1074,384,2.43,66.22,52.85,3359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Molecular Medicine Reports,0.841,Q2,96,237,1383,14055,4625,1383,3.09,59.3,46.66,3151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Discover Mental Health,0.84,Q2,7,68,53,3759,148,49,2.88,55.28,43.71,3224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Medical Screening,0.84,Q2,71,55,150,1426,339,115,2.06,25.93,50.46,3105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nephrology,0.84,Q1,80,145,362,3859,696,287,1.68,26.61,39.62,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Renal Failure,0.84,Q1,69,483,744,20532,2270,678,3.04,42.51,47.74,3115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Biomarker Insights,0.839,Q2,43,25,59,1735,176,53,2.78,69.4,41.99,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Curriculum Studies in Health and Physical Education,0.839,Q2,26,41,67,2181,173,60,2.49,53.2,57.02,3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"IEEE Journal of Electromagnetics, RF and Microwaves in Medicine and Biology",0.838,Q1,31,46,170,817,629,168,3.38,17.76,35.78,3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Global Epidemiology,0.837,Q2,16,45,83,1605,235,56,2.55,35.67,49.24,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Foot and Ankle Research,0.837,Q2,58,61,247,2345,668,237,2.39,38.44,46.84,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Functional Foods,0.837,Q2,143,686,1453,39145,7086,1449,4.38,57.06,48.03,3263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annals of Emergency Medicine,0.836,Q1,178,279,1016,5196,1495,723,1.35,18.62,42.57,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Current Urology Reports,0.836,Q1,56,40,167,1709,504,166,2.9,42.73,22.94,3209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
European Journal of Paediatric Neurology,0.836,Q1,79,130,357,4554,748,284,1.87,35.03,59.68,3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Journal of Speech, Language, and Hearing Research",0.836,Q2,164,297,959,19738,2554,940,2.33,66.46,65.24,3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
American Journal of Reproductive Immunology,0.835,Q2,119,147,402,8027,1168,393,2.39,54.61,52.56,3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
"Evolution, Medicine and Public Health",0.835,Q2,36,31,136,1892,357,131,2.19,61.03,49.65,3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immunotherapy,0.835,Q2,69,124,427,5082,1048,406,2.26,40.98,47.44,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
International Journal of Particle Therapy,0.835,Q1,17,39,137,1534,359,135,2.29,39.33,31.35,3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Measurement in Physical Education and Exercise Science,0.835,Q2,50,40,103,2120,273,103,2.58,53,32,3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Metabolomics,0.835,Q2,103,129,303,7137,1039,300,3.37,55.33,43.1,3213,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Psychotherapy,0.834,Q2,58,22,107,15,237,90,1.65,0.68,69.84,2961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cardiovascular Intervention and Therapeutics,0.834,Q1,32,102,277,2028,540,207,2.15,19.88,9.85,3178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cardiovascular Toxicology,0.834,Q2,67,117,206,6941,762,205,4.28,59.32,44.03,3124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Japanese Journal of Ophthalmology,0.834,Q2,70,87,233,2837,489,229,1.9,32.61,28.14,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Quarterly Journal of Experimental Psychology,0.834,Q2,131,278,514,17972,1070,510,1.93,64.65,47.24,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
International Journal of Sports Medicine,0.833,Q2,131,98,446,4397,1185,440,2.05,44.87,31.99,3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Molecular and Cellular Cardiology Plus,0.833,Q2,5,41,45,1612,72,31,1.6,39.32,43.37,3219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Psychoactive Drugs,0.833,Q2,74,137,183,6966,565,183,2.81,50.85,46.34,3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Science of Diabetes Self-Management and Care,0.833,Q2,85,47,115,1823,284,103,2.07,38.79,72.57,3252,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skin Pharmacology and Physiology,0.833,Q1,89,17,96,809,308,96,3.31,47.59,50.62,3126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Behavioral Sleep Medicine,0.832,Q2,67,70,172,3621,485,171,2.35,51.73,60.19,3308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pain Research and Management,0.832,Q1,74,42,292,557,911,289,3.19,13.26,43.93,3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Primary Care Diabetes,0.832,Q1,52,98,409,3593,1028,383,2.12,36.66,49.52,3146,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Cardiovascular Therapeutics,0.831,Q2,59,35,138,1219,486,138,3.64,34.83,44.39,3185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clinical Medicine Insights: Endocrinology and Diabetes,0.831,Q2,25,34,70,1302,225,68,2.98,38.29,41.18,3138,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Transfusion Medicine Reviews,0.831,Q2,89,30,98,1322,237,83,2.08,44.07,51.15,3461,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trends in Psychiatry and Psychotherapy,0.831,Q2,31,41,124,1568,316,110,1.79,38.24,56.68,3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Clinical Cardiology,0.83,Q2,89,232,591,7031,1395,520,2.31,30.31,33.65,3299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Healthcare,0.83,Q2,33,17,138,287,271,136,1.59,16.88,53.01,3184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Nutrition and Metabolism,0.829,Q2,106,48,178,1719,528,150,1.67,35.81,50.34,3224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Experimental Pharmacology,0.829,Q2,27,36,137,1858,579,133,3.36,51.61,42.38,3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annals of Pediatric Endocrinology and Metabolism,0.827,Q1,22,59,154,1686,368,122,2.46,28.58,48.28,3019,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Andrology,0.827,Q1,94,104,376,4009,1007,316,2.39,38.55,34.74,3107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Diabetes, Metabolic Syndrome and Obesity",0.827,Q2,71,425,1146,18416,3491,1114,2.85,43.33,48.37,3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Immunology and Allergy Clinics of North America,0.827,Q2,78,64,176,3518,469,151,2.52,54.97,45.08,3242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Journal of Rheumatic Diseases,0.827,Q2,16,24,92,605,233,79,2.58,25.21,45.74,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yonsei Medical Journal,0.827,Q2,78,91,395,3212,1163,386,3,35.3,40.34,3089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
